date,item_name,category,quantity,sales_amount,cost,profit,cost_per_unit
2025-06-26,Folder,Storage,1,60.76,48.39,12.37,48.39
2025-06-26,Paper Pack,Paper,4,679.11,543.52,135.59,135.88
2025-06-26,Highlighter,Writing,4,73.43,56.38,17.05,14.09
2025-06-27,Pen,Writing,2,14.29,11.89,2.4,5.95
2025-06-27,Notebook,Books,1,74.92,52.54,22.39,52.54
2025-06-27,Marker,Writing,3,71.9,58.24,13.65,19.41
2025-06-27,Stapler,Accessories,1,167.33,126.45,40.89,126.45
2025-06-27,Tape,Accessories,2,111.67,75.82,35.85,37.91
2025-06-27,Folder,Storage,1,51.08,36.0,15.08,36.0
2025-06-28,Marker,Writing,5,147.75,114.86,32.89,22.97
2025-06-28,Pencil,Writing,2,10.47,7.37,3.1,3.69
2025-06-28,Stapler,Accessories,2,347.88,236.54,111.34,118.27
2025-06-28,Tape,Accessories,4,155.83,126.51,29.32,31.63
2025-06-28,Paper Pack,Paper,3,627.45,458.61,168.85,152.87
2025-06-29,Pen,Writing,3,33.26,27.01,6.25,9.0
2025-06-29,Notebook,Books,5,250.73,167.81,82.92,33.56
2025-06-29,Marker,Writing,1,40.81,28.44,12.37,28.44
2025-06-29,Tape,Accessories,2,101.96,71.58,30.38,35.79
2025-06-29,Folder,Storage,5,339.89,227.34,112.55,45.47
2025-06-29,Paper Pack,Paper,2,403.01,309.0,94.01,154.5
2025-06-29,Highlighter,Writing,4,56.5,41.64,14.87,10.41
2025-06-30,Pen,Writing,5,51.48,40.35,11.13,8.07
2025-06-30,Notebook,Books,2,158.23,109.41,48.82,54.71
2025-06-30,Marker,Writing,5,167.84,134.54,33.3,26.91
2025-06-30,Pencil,Writing,2,10.97,7.56,3.41,3.78
2025-06-30,Eraser,Writing,5,28.64,22.61,6.02,4.52
2025-06-30,Stapler,Accessories,5,859.66,601.77,257.9,120.35
2025-06-30,Folder,Storage,3,107.05,76.26,30.79,25.42
2025-06-30,Paper Pack,Paper,1,249.03,168.13,80.9,168.13
2025-06-30,Highlighter,Writing,3,88.79,59.54,29.25,19.85
2025-07-01,Pen,Writing,5,38.91,30.6,8.32,6.12
2025-07-01,Notebook,Books,3,132.3,93.96,38.34,31.32
2025-07-01,Pencil,Writing,3,21.82,15.05,6.77,5.02
2025-07-01,Tape,Accessories,3,156.97,117.74,39.23,39.25
2025-07-01,Paper Pack,Paper,5,828.12,628.04,200.08,125.61
2025-07-01,Highlighter,Writing,3,46.1,31.31,14.78,10.44
2025-07-02,Pen,Writing,2,17.1,11.68,5.42,5.84
2025-07-02,Notebook,Books,3,147.0,113.61,33.39,37.87
2025-07-02,Pencil,Writing,4,42.18,30.33,11.85,7.58
2025-07-02,Stapler,Accessories,2,247.53,204.08,43.45,102.04
2025-07-02,Folder,Storage,2,113.48,91.22,22.25,45.61
2025-07-02,Highlighter,Writing,2,33.41,27.11,6.3,13.56
2025-07-03,Notebook,Books,2,148.85,110.65,38.2,55.33
2025-07-03,Marker,Writing,5,180.35,142.62,37.73,28.52
2025-07-03,Eraser,Writing,2,6.03,4.04,1.99,2.02
2025-07-03,Tape,Accessories,1,35.29,24.22,11.07,24.22
2025-07-03,Paper Pack,Paper,1,218.14,152.02,66.13,152.02
2025-07-03,Highlighter,Writing,3,97.62,65.11,32.51,21.7
2025-07-04,Pen,Writing,1,9.24,7.15,2.08,7.15
2025-07-04,Notebook,Books,2,123.34,97.37,25.98,48.68
2025-07-04,Marker,Writing,1,21.78,17.4,4.37,17.4
2025-07-04,Pencil,Writing,1,9.9,6.99,2.92,6.99
2025-07-04,Stapler,Accessories,1,104.41,83.67,20.74,83.67
2025-07-04,Tape,Accessories,2,59.57,49.35,10.22,24.68
2025-07-04,Highlighter,Writing,2,63.37,47.79,15.58,23.9
2025-07-05,Pen,Writing,3,25.62,21.3,4.32,7.1
2025-07-05,Stapler,Accessories,2,319.76,242.37,77.39,121.18
2025-07-05,Folder,Storage,3,157.74,115.15,42.59,38.38
2025-07-05,Highlighter,Writing,4,95.05,65.57,29.49,16.39
2025-07-06,Notebook,Books,4,322.56,218.08,104.48,54.52
2025-07-06,Marker,Writing,4,87.49,63.03,24.45,15.76
2025-07-06,Pencil,Writing,2,18.45,12.63,5.82,6.31
2025-07-06,Tape,Accessories,4,127.43,92.91,34.53,23.23
2025-07-06,Highlighter,Writing,4,109.58,84.03,25.54,21.01
2025-07-07,Pen,Writing,2,12.79,10.57,2.22,5.28
2025-07-07,Notebook,Books,2,99.71,71.61,28.1,35.8
2025-07-07,Marker,Writing,4,146.63,113.74,32.89,28.44
2025-07-07,Pencil,Writing,3,27.38,18.72,8.66,6.24
2025-07-07,Stapler,Accessories,4,424.23,349.57,74.66,87.39
2025-07-07,Folder,Storage,2,77.46,51.75,25.71,25.87
2025-07-07,Paper Pack,Paper,1,198.28,132.5,65.79,132.5
2025-07-08,Marker,Writing,5,183.72,122.84,60.87,24.57
2025-07-08,Eraser,Writing,2,8.53,6.56,1.96,3.28
2025-07-08,Stapler,Accessories,5,706.5,550.37,156.13,110.07
2025-07-08,Tape,Accessories,5,214.41,177.95,36.46,35.59
2025-07-08,Paper Pack,Paper,1,200.58,159.38,41.2,159.38
2025-07-09,Pencil,Writing,3,16.27,10.89,5.38,3.63
2025-07-09,Tape,Accessories,2,112.1,75.58,36.52,37.79
2025-07-09,Paper Pack,Paper,4,812.99,568.3,244.69,142.07
2025-07-09,Highlighter,Writing,4,125.28,96.58,28.7,24.15
2025-07-10,Marker,Writing,5,175.23,120.45,54.78,24.09
2025-07-10,Pencil,Writing,1,10.02,7.98,2.04,7.98
2025-07-10,Eraser,Writing,4,16.05,11.98,4.07,3.0
2025-07-10,Stapler,Accessories,1,118.54,98.1,20.44,98.1
2025-07-10,Folder,Storage,4,232.39,172.43,59.97,43.11
2025-07-11,Pen,Writing,4,39.79,31.84,7.95,7.96
2025-07-11,Notebook,Books,5,196.82,160.41,36.41,32.08
2025-07-11,Pencil,Writing,2,12.51,10.07,2.45,5.03
2025-07-11,Stapler,Accessories,5,1028.06,715.09,312.97,143.02
2025-07-11,Highlighter,Writing,5,89.08,70.4,18.68,14.08
2025-07-12,Marker,Writing,4,111.14,79.41,31.73,19.85
2025-07-12,Pencil,Writing,4,40.8,30.49,10.31,7.62
2025-07-12,Eraser,Writing,5,15.26,11.55,3.7,2.31
2025-07-12,Folder,Storage,1,32.86,25.34,7.52,25.34
2025-07-12,Paper Pack,Paper,5,1346.51,983.05,363.46,196.61
2025-07-12,Highlighter,Writing,1,22.06,15.76,6.3,15.76
2025-07-13,Notebook,Books,1,48.48,39.45,9.03,39.45
2025-07-13,Marker,Writing,3,100.79,68.93,31.85,22.98
2025-07-13,Eraser,Writing,1,3.98,2.96,1.02,2.96
2025-07-13,Stapler,Accessories,2,357.0,254.15,102.84,127.08
2025-07-13,Tape,Accessories,3,116.4,81.88,34.52,27.29
2025-07-13,Paper Pack,Paper,4,1004.21,704.2,300.02,176.05
2025-07-14,Pen,Writing,3,30.51,24.29,6.22,8.1
2025-07-14,Notebook,Books,4,239.86,173.16,66.69,43.29
2025-07-14,Pencil,Writing,4,31.24,23.02,8.22,5.76
2025-07-14,Eraser,Writing,3,12.17,8.5,3.67,2.83
2025-07-14,Paper Pack,Paper,3,741.9,513.07,228.84,171.02
2025-07-14,Highlighter,Writing,3,55.73,42.23,13.5,14.08
2025-07-15,Pen,Writing,1,11.86,8.07,3.79,8.07
2025-07-15,Marker,Writing,3,128.68,85.85,42.84,28.62
2025-07-15,Stapler,Accessories,3,520.37,431.38,88.99,143.79
2025-07-15,Tape,Accessories,1,57.28,39.5,17.78,39.5
2025-07-15,Folder,Storage,4,220.98,167.57,53.42,41.89
2025-07-15,Highlighter,Writing,3,63.69,46.65,17.03,15.55
2025-07-16,Notebook,Books,3,232.78,177.24,55.54,59.08
2025-07-16,Marker,Writing,3,60.56,48.45,12.1,16.15
2025-07-16,Pencil,Writing,4,42.68,31.95,10.72,7.99
2025-07-16,Eraser,Writing,5,30.84,23.09,7.75,4.62
2025-07-16,Tape,Accessories,3,132.7,99.58,33.12,33.19
2025-07-16,Paper Pack,Paper,1,272.29,195.24,77.05,195.24
2025-07-17,Pen,Writing,2,17.14,12.62,4.51,6.31
2025-07-17,Notebook,Books,3,149.1,120.43,28.67,40.14
2025-07-17,Marker,Writing,2,43.16,31.14,12.02,15.57
2025-07-17,Eraser,Writing,2,12.68,9.23,3.44,4.62
2025-07-17,Stapler,Accessories,3,410.48,302.05,108.43,100.68
2025-07-17,Folder,Storage,1,44.99,34.91,10.08,34.91
2025-07-17,Paper Pack,Paper,3,639.53,463.87,175.67,154.62
2025-07-17,Highlighter,Writing,2,46.06,34.1,11.96,17.05
2025-07-18,Pen,Writing,3,39.63,26.87,12.76,8.96
2025-07-18,Notebook,Books,2,113.58,76.62,36.95,38.31
2025-07-18,Marker,Writing,2,77.39,59.63,17.75,29.82
2025-07-18,Pencil,Writing,4,16.92,12.81,4.12,3.2
2025-07-18,Eraser,Writing,5,14.92,10.16,4.76,2.03
2025-07-18,Stapler,Accessories,4,707.26,586.15,121.11,146.54
2025-07-18,Folder,Storage,5,198.4,160.04,38.35,32.01
2025-07-18,Paper Pack,Paper,4,602.3,487.72,114.58,121.93
2025-07-18,Highlighter,Writing,3,72.24,50.67,21.57,16.89
2025-07-19,Marker,Writing,3,113.12,82.19,30.93,27.4
2025-07-19,Pencil,Writing,5,21.14,16.7,4.43,3.34
2025-07-19,Stapler,Accessories,1,103.24,81.02,22.22,81.02
2025-07-19,Folder,Storage,4,136.28,101.43,34.84,25.36
2025-07-19,Paper Pack,Paper,5,1202.94,841.74,361.2,168.35
2025-07-19,Highlighter,Writing,2,47.62,36.29,11.33,18.14
2025-07-20,Notebook,Books,3,134.39,106.6,27.79,35.53
2025-07-20,Marker,Writing,4,113.52,83.87,29.65,20.97
2025-07-20,Pencil,Writing,2,10.07,7.45,2.62,3.73
2025-07-20,Eraser,Writing,5,24.82,18.3,6.52,3.66
2025-07-20,Tape,Accessories,5,164.28,111.35,52.92,22.27
2025-07-21,Pen,Writing,4,31.03,20.91,10.12,5.23
2025-07-21,Marker,Writing,1,43.44,29.05,14.39,29.05
2025-07-21,Tape,Accessories,3,143.91,101.44,42.47,33.81
2025-07-21,Folder,Storage,5,175.37,136.39,38.98,27.28
2025-07-21,Highlighter,Writing,4,103.89,78.51,25.38,19.63
2025-07-22,Pen,Writing,4,38.12,31.59,6.53,7.9
2025-07-22,Marker,Writing,2,68.07,47.98,20.08,23.99
2025-07-22,Pencil,Writing,5,25.72,20.92,4.79,4.18
2025-07-22,Eraser,Writing,2,11.0,8.07,2.94,4.03
2025-07-22,Stapler,Accessories,4,437.09,340.37,96.73,85.09
2025-07-22,Tape,Accessories,3,143.53,110.63,32.91,36.88
2025-07-23,Pen,Writing,1,10.53,7.05,3.48,7.05
2025-07-23,Notebook,Books,3,170.42,120.08,50.34,40.03
2025-07-23,Marker,Writing,3,83.76,61.75,22.02,20.58
2025-07-23,Pencil,Writing,1,11.42,7.79,3.64,7.79
2025-07-23,Stapler,Accessories,5,844.97,616.51,228.46,123.3
2025-07-23,Tape,Accessories,4,176.77,134.04,42.73,33.51
2025-07-23,Folder,Storage,4,237.3,173.02,64.28,43.25
2025-07-23,Paper Pack,Paper,5,1258.22,996.61,261.61,199.32
2025-07-23,Highlighter,Writing,3,84.71,61.53,23.18,20.51
2025-07-24,Notebook,Books,1,62.58,49.68,12.9,49.68
2025-07-24,Marker,Writing,4,103.3,72.61,30.69,18.15
2025-07-24,Pencil,Writing,2,13.02,10.73,2.29,5.37
2025-07-24,Stapler,Accessories,5,861.29,598.59,262.7,119.72
2025-07-24,Paper Pack,Paper,4,747.22,563.63,183.59,140.91
2025-07-24,Highlighter,Writing,1,16.51,12.74,3.77,12.74
2025-07-25,Pen,Writing,3,27.39,19.28,8.11,6.43
2025-07-25,Notebook,Books,2,145.88,116.49,29.39,58.24
2025-07-25,Marker,Writing,3,99.87,73.16,26.71,24.39
2025-07-25,Pencil,Writing,5,29.72,21.34,8.38,4.27
2025-07-25,Eraser,Writing,1,6.3,4.58,1.71,4.58
2025-07-25,Tape,Accessories,3,150.11,108.5,41.61,36.17
2025-07-25,Folder,Storage,1,49.3,39.3,9.99,39.3
2025-07-25,Paper Pack,Paper,4,964.23,733.02,231.21,183.26
2025-07-25,Highlighter,Writing,5,124.96,94.1,30.86,18.82
2025-07-26,Notebook,Books,2,150.44,106.36,44.08,53.18
2025-07-26,Marker,Writing,4,112.76,81.62,31.14,20.41
2025-07-26,Pencil,Writing,1,5.85,4.54,1.31,4.54
2025-07-26,Eraser,Writing,3,15.56,11.02,4.54,3.67
2025-07-26,Highlighter,Writing,5,133.78,104.01,29.76,20.8
2025-07-27,Notebook,Books,1,40.96,34.13,6.84,34.13
2025-07-27,Pencil,Writing,4,30.86,22.0,8.85,5.5
2025-07-27,Eraser,Writing,1,5.54,4.28,1.26,4.28
2025-07-27,Stapler,Accessories,5,938.69,727.09,211.59,145.42
2025-07-28,Pen,Writing,1,8.81,5.91,2.89,5.91
2025-07-28,Notebook,Books,4,195.7,144.82,50.88,36.2
2025-07-28,Marker,Writing,2,46.84,36.2,10.64,18.1
2025-07-28,Eraser,Writing,4,14.15,11.23,2.92,2.81
2025-07-28,Folder,Storage,1,47.31,33.09,14.22,33.09
2025-07-28,Paper Pack,Paper,3,774.03,589.51,184.52,196.5
2025-07-28,Highlighter,Writing,1,30.15,23.55,6.6,23.55
2025-07-29,Notebook,Books,4,243.13,178.28,64.85,44.57
2025-07-29,Stapler,Accessories,2,410.62,292.3,118.31,146.15
2025-07-29,Tape,Accessories,1,42.38,33.39,8.99,33.39
2025-07-29,Folder,Storage,2,66.65,53.18,13.46,26.59
2025-07-29,Paper Pack,Paper,3,764.35,588.57,175.78,196.19
2025-07-30,Pencil,Writing,3,31.49,21.05,10.44,7.02
2025-07-30,Eraser,Writing,4,21.57,15.5,6.07,3.87
2025-07-30,Stapler,Accessories,3,558.62,441.49,117.13,147.16
2025-07-30,Tape,Accessories,1,51.08,36.41,14.67,36.41
2025-07-30,Paper Pack,Paper,5,1111.18,804.45,306.73,160.89
2025-07-30,Highlighter,Writing,5,182.89,123.59,59.29,24.72
2025-07-31,Notebook,Books,5,358.28,288.33,69.95,57.67
2025-07-31,Marker,Writing,4,88.27,66.76,21.52,16.69
2025-07-31,Eraser,Writing,3,16.83,12.11,4.72,4.04
2025-07-31,Stapler,Accessories,3,543.09,372.22,170.87,124.07
2025-07-31,Tape,Accessories,5,137.08,113.93,23.15,22.79
2025-07-31,Folder,Storage,1,33.71,26.4,7.31,26.4
2025-07-31,Paper Pack,Paper,5,1076.71,808.22,268.49,161.64
2025-08-01,Pen,Writing,5,43.15,35.4,7.75,7.08
2025-08-01,Notebook,Books,2,90.09,64.4,25.69,32.2
2025-08-01,Marker,Writing,5,145.68,110.1,35.59,22.02
2025-08-01,Folder,Storage,2,77.37,52.3,25.07,26.15
2025-08-02,Pen,Writing,1,10.59,7.18,3.42,7.18
2025-08-02,Notebook,Books,1,63.31,47.12,16.19,47.12
2025-08-02,Pencil,Writing,3,33.02,22.73,10.3,7.58
2025-08-02,Stapler,Accessories,3,360.25,254.2,106.05,84.73
2025-08-02,Folder,Storage,4,197.31,151.24,46.07,37.81
2025-08-02,Paper Pack,Paper,1,218.89,177.5,41.39,177.5
2025-08-02,Highlighter,Writing,2,27.17,21.61,5.55,10.81
2025-08-03,Pen,Writing,5,36.1,27.03,9.07,5.41
2025-08-03,Folder,Storage,2,109.31,73.04,36.27,36.52
2025-08-03,Paper Pack,Paper,2,423.65,329.99,93.66,164.99
2025-08-04,Notebook,Books,2,92.96,65.84,27.12,32.92
2025-08-04,Marker,Writing,3,88.67,59.66,29.01,19.89
2025-08-04,Pencil,Writing,4,34.27,28.55,5.72,7.14
2025-08-04,Eraser,Writing,1,3.28,2.41,0.87,2.41
2025-08-04,Stapler,Accessories,1,133.05,100.4,32.65,100.4
2025-08-04,Tape,Accessories,3,154.09,114.32,39.77,38.11
2025-08-04,Folder,Storage,2,119.77,92.0,27.77,46.0
2025-08-05,Pen,Writing,1,13.6,9.22,4.38,9.22
2025-08-05,Marker,Writing,1,23.65,16.06,7.59,16.06
2025-08-05,Pencil,Writing,4,36.19,29.29,6.9,7.32
2025-08-05,Eraser,Writing,1,4.0,2.74,1.26,2.74
2025-08-05,Stapler,Accessories,5,719.03,569.0,150.04,113.8
2025-08-05,Tape,Accessories,4,227.96,154.78,73.18,38.7
2025-08-05,Highlighter,Writing,4,75.29,57.34,17.95,14.33
2025-08-06,Pen,Writing,3,32.1,25.51,6.59,8.5
2025-08-06,Notebook,Books,4,306.51,215.57,90.94,53.89
2025-08-06,Pencil,Writing,5,36.0,25.04,10.96,5.01
2025-08-06,Eraser,Writing,1,2.72,2.12,0.6,2.12
2025-08-06,Folder,Storage,4,155.37,117.91,37.46,29.48
2025-08-06,Highlighter,Writing,2,34.76,23.26,11.5,11.63
2025-08-07,Pen,Writing,5,46.6,33.56,13.03,6.71
2025-08-07,Notebook,Books,2,118.28,87.02,31.27,43.51
2025-08-07,Folder,Storage,4,213.74,163.56,50.18,40.89
2025-08-07,Paper Pack,Paper,2,478.24,350.21,128.03,175.1
2025-08-07,Highlighter,Writing,1,16.46,12.95,3.51,12.95
2025-08-08,Pen,Writing,4,45.11,32.02,13.09,8.0
2025-08-08,Notebook,Books,3,193.9,154.14,39.76,51.38
2025-08-08,Marker,Writing,2,43.65,35.4,8.25,17.7
2025-08-08,Eraser,Writing,4,11.68,8.3,3.38,2.08
2025-08-08,Stapler,Accessories,2,342.13,261.54,80.59,130.77
2025-08-08,Tape,Accessories,1,26.89,21.61,5.28,21.61
2025-08-08,Folder,Storage,1,44.79,30.79,14.0,30.79
2025-08-08,Paper Pack,Paper,4,671.27,519.44,151.83,129.86
2025-08-09,Pen,Writing,2,23.76,17.42,6.34,8.71
2025-08-09,Marker,Writing,5,199.67,140.75,58.92,28.15
2025-08-09,Pencil,Writing,5,30.42,23.2,7.23,4.64
2025-08-09,Stapler,Accessories,2,316.62,230.28,86.34,115.14
2025-08-09,Tape,Accessories,4,107.24,83.97,23.27,20.99
2025-08-09,Folder,Storage,5,287.01,234.08,52.93,46.82
2025-08-09,Paper Pack,Paper,2,438.71,294.74,143.97,147.37
2025-08-09,Highlighter,Writing,5,94.82,64.28,30.54,12.86
2025-08-10,Pen,Writing,4,50.88,35.24,15.63,8.81
2025-08-10,Notebook,Books,3,234.4,161.67,72.73,53.89
2025-08-10,Stapler,Accessories,4,792.78,545.43,247.36,136.36
2025-08-10,Tape,Accessories,1,24.86,20.4,4.46,20.4
2025-08-10,Folder,Storage,5,253.63,183.03,70.6,36.61
2025-08-10,Paper Pack,Paper,1,169.69,137.53,32.16,137.53
2025-08-10,Highlighter,Writing,1,28.55,21.23,7.32,21.23
2025-08-11,Pen,Writing,4,40.39,30.63,9.76,7.66
2025-08-11,Pencil,Writing,2,15.89,11.25,4.64,5.63
2025-08-11,Eraser,Writing,2,10.83,8.0,2.83,4.0
2025-08-11,Stapler,Accessories,2,213.22,163.09,50.13,81.55
2025-08-11,Tape,Accessories,1,50.21,36.78,13.43,36.78
2025-08-11,Folder,Storage,3,195.96,145.4,50.56,48.47
2025-08-12,Pen,Writing,3,28.06,20.12,7.94,6.71
2025-08-12,Notebook,Books,4,174.4,134.33,40.08,33.58
2025-08-12,Pencil,Writing,3,16.23,11.88,4.35,3.96
2025-08-12,Eraser,Writing,4,22.61,18.44,4.17,4.61
2025-08-12,Folder,Storage,3,123.42,87.41,36.01,29.14
2025-08-12,Paper Pack,Paper,3,514.45,407.16,107.3,135.72
2025-08-12,Highlighter,Writing,5,159.11,112.74,46.37,22.55
2025-08-13,Marker,Writing,2,78.65,57.9,20.75,28.95
2025-08-13,Pencil,Writing,1,8.75,7.11,1.64,7.11
2025-08-13,Tape,Accessories,4,132.7,93.97,38.74,23.49
2025-08-13,Highlighter,Writing,3,102.17,71.52,30.66,23.84
2025-08-14,Pen,Writing,5,57.79,41.67,16.13,8.33
2025-08-14,Marker,Writing,2,54.28,40.03,14.24,20.02
2025-08-14,Pencil,Writing,4,24.56,17.15,7.41,4.29
2025-08-14,Eraser,Writing,5,26.46,19.87,6.58,3.97
2025-08-14,Stapler,Accessories,5,546.84,447.9,98.95,89.58
2025-08-14,Folder,Storage,1,47.18,33.2,13.98,33.2
2025-08-14,Paper Pack,Paper,4,845.91,581.12,264.79,145.28
2025-08-14,Highlighter,Writing,1,23.59,19.35,4.24,19.35
2025-08-15,Pen,Writing,5,52.53,37.95,14.58,7.59
2025-08-15,Notebook,Books,1,52.41,42.87,9.54,42.87
2025-08-15,Marker,Writing,4,93.62,74.39,19.23,18.6
2025-08-15,Pencil,Writing,4,29.23,19.56,9.67,4.89
2025-08-15,Eraser,Writing,2,8.51,6.41,2.1,3.21
2025-08-15,Stapler,Accessories,1,177.84,139.08,38.76,139.08
2025-08-15,Tape,Accessories,2,94.3,64.67,29.63,32.33
2025-08-15,Folder,Storage,2,86.25,66.62,19.63,33.31
2025-08-15,Paper Pack,Paper,4,732.03,554.03,178.0,138.51
2025-08-16,Notebook,Books,1,67.73,48.02,19.7,48.02
2025-08-16,Marker,Writing,3,97.6,75.83,21.77,25.28
2025-08-16,Pencil,Writing,3,17.14,13.23,3.91,4.41
2025-08-16,Stapler,Accessories,2,398.05,287.79,110.26,143.9
2025-08-16,Tape,Accessories,5,166.79,131.74,35.06,26.35
2025-08-16,Folder,Storage,2,93.15,75.74,17.41,37.87
2025-08-16,Paper Pack,Paper,4,948.57,650.5,298.06,162.63
2025-08-17,Pen,Writing,2,24.13,18.51,5.62,9.25
2025-08-17,Notebook,Books,4,269.91,216.24,53.67,54.06
2025-08-17,Marker,Writing,3,118.55,85.47,33.08,28.49
2025-08-17,Pencil,Writing,2,19.4,14.45,4.95,7.22
2025-08-17,Stapler,Accessories,3,380.58,303.2,77.38,101.07
2025-08-17,Folder,Storage,3,188.65,127.18,61.46,42.39
2025-08-17,Highlighter,Writing,5,91.36,61.1,30.27,12.22
2025-08-18,Pen,Writing,3,25.83,18.05,7.78,6.02
2025-08-18,Notebook,Books,5,237.74,197.69,40.06,39.54
2025-08-18,Marker,Writing,1,22.19,16.3,5.89,16.3
2025-08-18,Eraser,Writing,3,10.67,7.2,3.46,2.4
2025-08-18,Paper Pack,Paper,2,428.48,308.58,119.9,154.29
2025-08-18,Highlighter,Writing,1,31.76,21.48,10.28,21.48
2025-08-19,Pen,Writing,1,7.99,6.18,1.81,6.18
2025-08-19,Notebook,Books,3,160.99,108.31,52.68,36.1
2025-08-19,Pencil,Writing,4,41.41,31.53,9.87,7.88
2025-08-19,Stapler,Accessories,5,992.28,697.68,294.6,139.54
2025-08-19,Tape,Accessories,1,37.85,26.52,11.32,26.52
2025-08-19,Folder,Storage,1,36.06,28.33,7.73,28.33
2025-08-19,Paper Pack,Paper,4,712.52,553.72,158.79,138.43
2025-08-19,Highlighter,Writing,2,35.0,23.55,11.45,11.77
2025-08-20,Notebook,Books,2,134.16,95.87,38.29,47.93
2025-08-20,Marker,Writing,1,26.46,19.23,7.22,19.23
2025-08-20,Pencil,Writing,1,9.03,6.46,2.57,6.46
2025-08-20,Eraser,Writing,3,15.49,10.63,4.86,3.54
2025-08-20,Stapler,Accessories,2,347.59,241.49,106.1,120.74
2025-08-20,Folder,Storage,4,210.56,147.55,63.01,36.89
2025-08-21,Notebook,Books,4,246.43,185.97,60.47,46.49
2025-08-21,Pencil,Writing,5,23.95,16.56,7.4,3.31
2025-08-21,Eraser,Writing,5,19.26,14.36,4.9,2.87
2025-08-21,Tape,Accessories,2,63.67,47.03,16.65,23.51
2025-08-21,Highlighter,Writing,1,16.24,12.49,3.75,12.49
2025-08-22,Notebook,Books,2,113.52,87.4,26.11,43.7
2025-08-22,Marker,Writing,2,61.9,43.81,18.09,21.91
2025-08-22,Eraser,Writing,1,5.35,4.16,1.18,4.16
2025-08-22,Stapler,Accessories,5,519.31,427.72,91.58,85.54
2025-08-22,Tape,Accessories,4,170.68,128.47,42.2,32.12
2025-08-22,Folder,Storage,4,192.68,156.19,36.48,39.05
2025-08-22,Highlighter,Writing,3,72.66,54.1,18.56,18.03
2025-08-23,Pen,Writing,1,12.32,9.47,2.85,9.47
2025-08-23,Eraser,Writing,4,21.37,14.57,6.81,3.64
2025-08-23,Stapler,Accessories,5,774.64,602.94,171.7,120.59
2025-08-23,Tape,Accessories,1,48.63,39.98,8.65,39.98
2025-08-23,Folder,Storage,1,51.35,36.19,15.16,36.19
2025-08-23,Paper Pack,Paper,5,911.01,703.52,207.49,140.7
2025-08-23,Highlighter,Writing,5,120.77,85.42,35.35,17.08
2025-08-24,Pen,Writing,5,57.84,39.27,18.57,7.85
2025-08-24,Notebook,Books,2,163.22,116.26,46.96,58.13
2025-08-24,Marker,Writing,2,80.07,58.82,21.25,29.41
2025-08-24,Pencil,Writing,2,14.78,10.5,4.28,5.25
2025-08-24,Tape,Accessories,3,108.69,74.2,34.49,24.73
2025-08-24,Folder,Storage,4,287.92,197.75,90.17,49.44
2025-08-24,Paper Pack,Paper,5,941.8,690.9,250.89,138.18
2025-08-25,Pen,Writing,1,10.34,8.34,2.0,8.34
2025-08-25,Pencil,Writing,1,6.3,4.73,1.56,4.73
2025-08-25,Stapler,Accessories,5,834.41,579.85,254.55,115.97
2025-08-25,Tape,Accessories,4,125.54,99.06,26.48,24.77
2025-08-25,Folder,Storage,3,105.54,75.68,29.86,25.23
2025-08-25,Paper Pack,Paper,2,459.16,375.17,83.99,187.58
2025-08-26,Marker,Writing,2,50.54,41.16,9.37,20.58
2025-08-26,Pencil,Writing,1,9.34,7.34,2.0,7.34
2025-08-26,Tape,Accessories,4,196.22,135.21,61.01,33.8
2025-08-26,Folder,Storage,4,179.37,132.1,47.27,33.02
2025-08-26,Highlighter,Writing,4,66.3,53.82,12.48,13.45
2025-08-27,Notebook,Books,1,46.67,31.44,15.23,31.44
2025-08-27,Pencil,Writing,4,41.68,31.5,10.18,7.87
2025-08-27,Eraser,Writing,4,25.2,19.8,5.4,4.95
2025-08-27,Paper Pack,Paper,2,345.06,250.26,94.81,125.13
2025-08-28,Pen,Writing,4,48.74,33.74,15.0,8.44
2025-08-28,Notebook,Books,3,244.71,174.4,70.31,58.13
2025-08-28,Marker,Writing,5,117.3,89.93,27.37,17.99
2025-08-28,Eraser,Writing,4,12.84,9.07,3.76,2.27
2025-08-28,Stapler,Accessories,3,460.53,326.34,134.19,108.78
2025-08-28,Tape,Accessories,3,99.8,68.36,31.44,22.79
2025-08-28,Paper Pack,Paper,4,680.17,557.33,122.84,139.33
2025-08-28,Highlighter,Writing,4,80.93,65.93,15.0,16.48
2025-08-29,Notebook,Books,1,45.06,35.49,9.57,35.49
2025-08-29,Stapler,Accessories,4,735.16,514.15,221.02,128.54
2025-08-29,Tape,Accessories,3,103.56,77.64,25.92,25.88
2025-08-30,Pen,Writing,5,53.32,39.22,14.1,7.84
2025-08-30,Notebook,Books,1,72.02,52.55,19.47,52.55
2025-08-30,Marker,Writing,3,76.9,56.73,20.17,18.91
2025-08-30,Eraser,Writing,2,10.56,7.79,2.77,3.9
2025-08-30,Stapler,Accessories,3,430.95,334.35,96.6,111.45
2025-08-30,Folder,Storage,4,168.98,132.28,36.7,33.07
2025-08-30,Paper Pack,Paper,1,195.36,156.41,38.96,156.41
2025-08-30,Highlighter,Writing,2,65.25,46.99,18.26,23.5
2025-08-31,Pen,Writing,1,12.59,9.17,3.42,9.17
2025-08-31,Marker,Writing,5,107.96,77.58,30.39,15.52
2025-08-31,Pencil,Writing,3,18.26,13.39,4.87,4.46
